"Status","Year","Profession_of_post","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Unknown","420","410","24210","21170"
"New entrant CS","2022","Other","Unknown","White","550","530","25870","21170"
"New entrant CS","2022","Planning","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","No function","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","White","40","40","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","White","40","40","[c]","[c]"
"New entrant CS","2022","Policy","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","No function","Asian","270","260","34900","33210"
"New entrant CS","2022","Policy","No function","Black","160","160","34210","32940"
"New entrant CS","2022","Policy","No function","Mixed","150","140","35360","33570"
"New entrant CS","2022","Policy","No function","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2022","Policy","No function","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Policy","No function","Unknown","680","640","36860","33390"
"New entrant CS","2022","Policy","No function","White","2060","2030","36780","33570"
"New entrant CS","2022","Policy","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Project Delivery","White","30","30","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Unknown","130","130","36630","35050"
"New entrant CS","2022","Policy","Unknown","White","180","180","37350","36650"
"New entrant CS","2022","Project Delivery","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","White","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","Asian","80","80","37480","35480"
"New entrant CS","2022","Project Delivery","Project Delivery","Black","40","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Project Delivery","Unknown","190","180","38130","37610"
"New entrant CS","2022","Project Delivery","Project Delivery","White","660","640","36910","33120"
"New entrant CS","2022","Project Delivery","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","90","90","36930","35050"
"New entrant CS","2022","Project Delivery","Unknown","White","30","30","[c]","[c]"
"New entrant CS","2022","Property","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Property","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","Unknown","250","240","32610","28500"
"New entrant CS","2022","Property","Property","White","430","430","35660","33000"
"New entrant CS","2022","Psychology","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","No function","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Psychology","No function","White","120","120","26750","27700"
"New entrant CS","2022","Science and Engineering","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Analysis","White","80","70","30620","29510"
