"Status","Year","Age","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","50-59","G6/G7","Unknown","180","170","62450","62170"
"New entrant CS","2022","50-59","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SCS","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Digital, Data and Technology","150","140","37500","37000"
"New entrant CS","2022","50-59","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Finance","80","70","37660","37300"
"New entrant CS","2022","50-59","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Human Resources","60","50","36070","36050"
"New entrant CS","2022","50-59","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Operational Delivery","310","290","37070","36190"
"New entrant CS","2022","50-59","SEO/HEO","Other","90","90","34730","34000"
"New entrant CS","2022","50-59","SEO/HEO","Policy","140","140","35990","36470"
"New entrant CS","2022","50-59","SEO/HEO","Project Delivery","80","70","37750","39000"
"New entrant CS","2022","50-59","SEO/HEO","Property","60","60","36140","33080"
"New entrant CS","2022","50-59","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Science and Engineering","110","100","37390","37740"
"New entrant CS","2022","50-59","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Tax","50","50","[c]","[c]"
"New entrant CS","2022","50-59","SEO/HEO","Unknown","220","210","36350","34600"
"New entrant CS","2022","50-59","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Operational Delivery","2060","1890","30670","28200"
"New entrant CS","2022","50-59","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Operational Delivery","450","410","21230","21260"
"New entrant CS","2022","60-64","AA/AO","Other","30","30","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","AA/AO","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","60-64","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Operational Delivery","190","160","28720","27570"
"New entrant CS","2022","60-64","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Operational Delivery","50","50","35420","33510"
"New entrant CS","2022","60-64","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Operational Delivery","750","660","30100","28200"
"New entrant CS","2022","60-64","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Operational Delivery","80","70","21200","21260"
"New entrant CS","2022","65+","AA/AO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2022","65+","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Operational Delivery","300","230","31510","28300"
"New entrant CS","2022","65+","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
