"Status","Year","Sexual_orientation","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","LGBO","Asian","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","LGBO","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Black","Unknown","60","60","27630","27570"
"New entrant CS","2021","LGBO","Black","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Mixed","Unknown","100","100","29010","27570"
"New entrant CS","2021","LGBO","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Digital, Data and Technology","70","70","36240","34260"
"New entrant CS","2021","LGBO","White","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Legal","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","White","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Operational Delivery","750","740","25090","22920"
"New entrant CS","2021","LGBO","White","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Other","80","80","26840","25390"
"New entrant CS","2021","LGBO","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Policy","220","220","35780","33570"
"New entrant CS","2021","LGBO","White","Project Delivery","60","60","33120","31700"
"New entrant CS","2021","LGBO","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Science and Engineering","90","90","27980","26880"
"New entrant CS","2021","LGBO","White","Security","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","White","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","White","Statistics","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","White","Tax","90","90","22790","20140"
"New entrant CS","2021","LGBO","White","Unknown","1310","1300","26890","27570"
"New entrant CS","2021","LGBO","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Asian","Property","[c]","[c]","[c]","[c]"
